id,current_name_en,current_name_fr,series,has_issue,issue_type,new_name_en,new_name_fr,notes
884aed43-30f4-4b18-b2ec-fadcfcb71d27,Gobel Mírlond,Gobel Mírlond,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Gobel Mírlond,Gobel Mírlond,
b640f0d7-b6e2-444e-9359-2418e0688f74,Haradrim,Haradrim,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Haradrim,Haradrim,
99c5b52e-a023-4c23-bba7-a37293ea4326,Haradrim,Haradrim,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Haradrim,Haradrim,
bf5ae960-cc2a-442b-aea3-70b613bf5ab7,Himring,Himring,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Himring,Himring,
b0880e67-fdec-4801-bf72-4d63ddfd435d,Lórien,Lórien,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Lórien,Lórien,
16075af5-100f-40d9-832b-2ea8ac1cacdd,Mîonid,Mîonid,Against the Shadow,YES,FRENCH_CHARS_IN_EN,Mîonid,Mîonid,
de334e53-e427-47b3-928b-4914c7ad7c74,Nûriags,Nûriags,Against the Shadow,YES,FRENCH_CHARS_IN_EN,Nûriags,Nûriags,
d7197cad-c70b-40fb-8394-e38e1ccd1791,Nûrniag Camp,Camp des Nûrniags,Against the Shadow,YES,FRENCH_CHARS_IN_EN,Nûrniag Camp,Camp des Nûrniags,
6db8d21d-9334-4723-a09f-4bfd99296069,Nûrniags,Nûrniags,Against the Shadow,YES,FRENCH_CHARS_IN_EN,Nûrniags,Nûrniags,
b685c62c-5aec-45ed-bdc7-6f7d67027023,Perchen,Perchen,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Perchen,Perchen,
34ca8f7a-c306-49db-ba39-745f2dd526c7,Rhosgobel,Rhosgobel,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Rhosgobel,Rhosgobel,
648fbe4d-2e56-4262-8a19-fa6e7fc3443b,Steward's Guard,Steward's Guard,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Steward's Guard,La garde de l’intendant,
44465599-b4b3-4bc5-a542-0b2fec7e301f,The Pûkel-deeps,Les Abîmes Biscornus,Against the Shadow,YES,FRENCH_CHARS_IN_EN,The Pûkel-deeps,Les Abîmes Biscornus,
a0e366c6-809c-4b7a-9fdc-00948bc4c92e,Thrór's Map,Thrór's Map,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Thrór's Map,Carte de Thrór,
81055b48-b4be-44b9-b864-ea22db4e08e4,Tolfalas,Tolfalas,Against the Shadow,YES,NO_FR_TRANSLATION_EXPECTED,Tolfalas,Tolfalas,
71fabb48-6736-4a17-a8c8-b93f0dfec357,Tûma,Tûma,Against the Shadow,YES,FRENCH_CHARS_IN_EN,Tûma,Tûma,
2eca10c0-397e-4576-85f3-09c89a020c64,Wûluag,Wûluag,Against the Shadow,YES,FRENCH_CHARS_IN_EN,Wûluag,Wûluag,
e5fcbb1d-5e46-4c78-b9a3-e7453eb649be,Adûnaphel Unleashed,Adûnaphel déchaînée,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Adûnaphel Unleashed,Adûnaphel déchaînée,
82adaef3-e357-42d0-94eb-b78bda70fe33,Adûnaphel the Ringwraith,Adûnaphel la Spectre,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Adûnaphel the Ringwraith,Adûnaphel la Spectre,
613b39cc-4dc5-4f3c-beeb-5a6c32f20000,Akhôrahil Unleashed,Akhôrahil déchaîné,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Akhôrahil Unleashed,Akhôrahil déchaîné,
a783c470-46d4-4666-b406-150ea321ce1f,Akhôrahil the Ringwraith,Akhôrahil le Spectre,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Akhôrahil the Ringwraith,Akhôrahil le Spectre,
e4049f84-bbd2-4420-bb0f-baf203d4a23c,Amon Hen,Amon Hen,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Amon Hen,Amon Hen,
93bcd2ea-2984-4e61-bf1a-5337f150fa08,Asternak,Asternak,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Asternak,Asternak,
043deb82-a1cd-4b44-a9cb-26423e32a075,Balchoth,Balchoth,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Balchoth,Balchoth,
a24db64a-7797-4cd4-8ccb-24f775ef139c,Barad-dûr,Barad-dûr,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Barad-dûr,Barad-dûr,
eb40f59d-7d00-42df-a549-2202cfb99c28,Belegorn,Belegorn,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Belegorn,Belegorn,
6b392102-b466-485f-a9ef-f0eb425e06bf,Bree,Bree,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Bree,Bree,
a0c24358-f7c6-457d-97d4-36bca364196b,Brigands,Brigands,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Brigands,Brigands,
87ea774a-2b53-4868-b4dc-e76bed2c6682,Calendal,Calendal,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Calendal,Calendal,
83d0eb82-fe28-4649-a642-83f8313ebbce,Cameth Brin,Cameth Brin,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Cameth Brin,Cameth Brin,
4bf4ba9c-aeeb-4d72-8d88-a5dc81fa2e17,Carambor,Carambor,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Carambor,Carambor,
746c12c2-582a-49c6-81a1-9d671168c52a,Carn Dûm,Carn Dûm,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Carn Dûm,Carn Dûm,
6f0c4f0c-9264-449b-9ab0-1159a1c806d7,Caves of Ûlund,Grottes d'Ulûnd,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Caves of Ûlund,Grottes d'Ulûnd,
3b3b26e0-1837-446e-8d72-76c135ceaa89,Cirith Gorgor,Cirith Gorgor,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Cirith Gorgor,Cirith Gorgor,
5ce134d0-f6a0-4da9-848d-c589de1620fa,Cirith Ungol,Cirith Ungol,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Cirith Ungol,Cirith Ungol,
1223846a-2a1e-4239-9c1a-e194a557905f,Ciryaher,Ciryaher,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Ciryaher,Ciryaher,
af12d95a-6129-41d9-a416-accc3fe7afb7,Diversion,Diversion,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Diversion,Diversion,
9644f3d5-7e78-418a-8f55-695b26b7a8ea,Dol Amroth,Dol Amroth,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Dol Amroth,Dol Amroth,
4b93f7e7-86f2-4a2c-93a0-daae488a3e22,Dol Guldur,Dol Guldur,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Dol Guldur,Dol Guldur,
3b476dba-1021-4a80-ae6f-260f626eb163,Dorelas,Dorelas,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Dorelas,Dorelas,
c4002aed-3869-4cce-9309-e0b4be303ff7,Dunharrow,Dunharrow,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Dunharrow,Dunharrow,
98c92b27-eee2-4c91-ae2d-1cebbfeed997,Dôgrib,Dôgrib,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Dôgrib,Dôgrib,
4b2dc53d-70e6-477a-b9d8-90a77e179ebe,Edoras,Edoras,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Edoras,Edoras,
2bb2df61-c6cd-4fa0-83df-fa98e771990f,Eradan,Eradan,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Eradan,Eradan,
23b05d88-cd55-4cef-a18a-0f69eb57caec,Geann a-Lisch,Geann a-Lisch,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Geann a-Lisch,Geann a-Lisch,
460dd968-966b-4102-89ef-26040eef7ba0,Gobel Mírlond,Gobel Mírlond,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Gobel Mírlond,Gobel Mírlond,
53715fee-2e0a-4df7-9e41-024341d80ba6,Gondmaeglom,Gondmaeglom,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Gondmaeglom,Gondmaeglom,
9f06c393-8db9-412a-8a64-4e088cd53f64,Gorbag,Gorbag,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Gorbag,Gorbag,
ecad92b7-3844-47c8-b97e-09b62c8dc14c,Grishnákh,Grishnákh,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Grishnákh,Grishnákh,
3f2cb56f-d316-4be1-8eef-253f3682a047,Gulla,Gulla,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Gulla,Gulla,
b3b2e8b3-4ca5-43a5-97fa-4299df40950f,Hador,Hador,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Hador,Hador,
b9f6c38e-4625-4048-9934-5ff0e5c65e54,Haudh-in-Gwanûr,Haudh-in-Gwanûr,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Haudh-in-Gwanûr,Haudh-in-Gwanûr,
d329a519-1e99-4462-8ba6-d9982c9e47d8,Hendolen,Hendolen,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Hendolen,Hendolen,
ab5ec7a8-d3a5-4099-b234-70892ddaef5a,Henneth Annûn,Henneth Annûn,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Henneth Annûn,Henneth Annûn,
ceabae40-1436-4e1b-8667-0ad75cf0659e,Hoarmûrath Unleashed,Hoarmûrath déchaîné,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Hoarmûrath Unleashed,Hoarmûrath déchaîné,
f09aa1e9-b625-4215-9e98-cfb324a65650,Hoarmûrath the Ringwraith,Hoarmûrath le Spectre,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Hoarmûrath the Ringwraith,Hoarmûrath le Spectre,
dedcd435-814c-4bd8-9d77-4800efe714fb,Huorn,Huorn,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Huorn,Huorn,
e13c9259-5246-4c84-bb41-73a33f1348f8,Indûr Unleashed,Indûr déchaîné,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Indûr Unleashed,Indûr déchaîné,
43627ebe-d2d5-46f3-8866-6766e4467a3d,Indûr the Ringwraith,Indûr le Spectre,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Indûr the Ringwraith,Indûr le Spectre,
0632aa3b-24ef-44be-a99a-fb5175a11e86,Isengard,Isengard,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Isengard,Isengard,
621acc10-615d-4f7a-88e1-2aece41adce9,Jerrek,Jerrek,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Jerrek,Jerrek,
6d4627f1-b127-42c9-94cd-638bf34282da,Khamûl Unleashed,Khamûl déchaîné,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Khamûl Unleashed,Khamûl déchaîné,
be204c07-a10c-4281-a79a-781f60835a45,Khamûl the Ringwraith,Khamûl le Spectre,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Khamûl the Ringwraith,Khamûl le Spectre,
371418bc-fa18-4671-930e-944fc3d5c5d6,Lagduf,Lagduf,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Lagduf,Lagduf,
8160b2c2-6a21-4441-ad2c-73a83386af3a,Landroval,Landroval,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Landroval,Landroval,
a85e1d18-6286-4cf0-8a7c-721fb70f325b,Layos,Layos,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Layos,Layos,
a46f06d4-3293-45b5-a078-cc1c04511144,Lond Galen,Lond Galen,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Lond Galen,Lond Galen,
d5a28711-fa17-44c5-93d6-a81495511a95,Luitprand,Luitprand,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Luitprand,Luitprand,
bf3b0ff5-c5a9-4a15-a5a9-b2a1e86effae,Minas Morgul,Minas Morgul,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Minas Morgul,Minas Morgul,
0e19cf41-6220-4292-9925-0d14cae5019e,Minas Tirith,Minas Tirith,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Minas Tirith,Minas Tirith,
c77b9481-6fa6-4038-83db-7514d91bb826,Moria,Moria,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Moria,Moria,
ae6ec9e1-8cf9-49e4-ac97-083940e35d30,Muzgash,Muzgash,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Muzgash,Muzgash,
25d0a609-0f4d-4e9f-94c5-5e11a72a1ae5,Nevido Smôd,Nevido Smôd,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Nevido Smôd,Nevido Smôd,
029c3ea3-91c9-4431-9e75-9d99b2046375,Nûrniag Camp,Camp des Nûrniags,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Nûrniag Camp,Camp des Nûrniags,
db3374c4-2bfb-423d-bc5c-82a931d402b0,Nûrniags,Nûrniags,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Nûrniags,Nûrniags,
c65cbb53-3799-45d4-8761-2a06c875ed8b,Orcs of Udûn,Orques d'Udûn,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Orcs of Udûn,Orques d'Udûn,
80af0b31-4d27-4dbc-bb88-6206ee5d0165,Ost-in-Edhil,Ost-in-Edhil,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Ost-in-Edhil,Ost-in-Edhil,
50d07caf-79bd-4c9b-bbea-2c3610a3acbe,Ostisen,Ostisen,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Ostisen,Ostisen,
ca17646f-9982-4966-9d45-13164886a9d1,Palantír of Amon Sûl,Palantír d'Amon Sûl,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Palantír of Amon Sûl,Palantír d'Amon Sûl,
6b61767e-744c-4916-9243-986c5331da35,Pelargir,Pelargir,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Pelargir,Pelargir,
d17f4488-d375-4efd-8e16-23d8c48c70b8,Pirates,Pirates,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Pirates,Pirates,
198e31e7-c85c-4ba8-9036-39089b6f5f7e,Poison,Poison,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Poison,Poison,
d3c389ea-d028-413b-91dd-364de8852d3c,Pon Opar,Pon Opar,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Pon Opar,Pon Opar,
9a2d13da-6775-413f-b6d5-975315dcc140,Radbug,Radbug,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Radbug,Radbug,
71d11a3a-fc0c-4c17-b2a5-94ab59e013b2,Ruse,Ruse,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Ruse,Ruse,
dd285557-3cd5-4866-81dd-20819ead1593,Sarn Goriwing,Sarn Goriwing,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Sarn Goriwing,Sarn Goriwing,
5ac2c1a9-1e7c-45fa-9330-6f5ad9e66f75,Shagrat,Shagrat,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Shagrat,Shagrat,
7aea7c19-f50e-4173-86e2-e998a4556064,Shrel-Kain,Shrel-Kain,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Shrel-Kain,Shrel-Kain,
c9fde72c-962b-471c-9518-1fb18c491c59,Shámas,Shámas,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Shámas,Shámas,
eea586fb-1d5b-4dbf-a88f-5c24717c15a9,Snaga,Snaga,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Snaga,Snaga,
8a297c6a-2cc5-4a40-93da-128766687a51,Tarcil,Tarcil,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Tarcil,Tarcil,
eaf1ebd1-93be-4418-9f68-614e3b2d3922,Tharbad,Tharbad,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Tharbad,Tharbad,
7c0973ec-faf1-4b23-acbd-586d59a0b9d5,Tros Hesnef,Tros Hesnef,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Tros Hesnef,Tros Hesnef,
5cf07892-5cb1-4dc7-97da-3fc4c1b0fbf9,Uchel,Uchel,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Uchel,Uchel,
6bcbfa3b-15e6-43c3-b55f-4cb23a860b93,Ufthak,Ufthak,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Ufthak,Ufthak,
5430565c-3dfa-4080-839a-35c7e50cc1ea,Urlurtsu Nurn,Urlurtsu Nurn,L'Oeil de Sauron,YES,IDENTICAL_NAMES_CHECK,Urlurtsu Nurn,Urlurtsu Nurn,
8d2ca7c8-92e1-4762-9ae9-34cd555b98c2,Zarak Dûm,Zarak Dûm,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Zarak Dûm,Zarak Dûm,
70692f8c-763e-43c8-a600-898b90c240d5,Ûvatha Unleashed,Ûvatha déchaîné,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Ûvatha Unleashed,Ûvatha déchaîné,
b0506ce0-53f2-48f2-9d43-152fcf7709c7,Ûvatha the Ringwraith,Ûvatha le Spectre,L'Oeil de Sauron,YES,FRENCH_CHARS_IN_EN,Ûvatha the Ringwraith,Ûvatha le Spectre,
76ead6b3-61ba-4ae2-b8a1-6fbc0c8ca156,A examiner par la suite,A examiner par la suite,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Look More Closely Later,A examiner par la suite,
ad94514a-eb29-467c-bdae-51b612e7ecd0,A une once près,A une once près,Les Dragons,YES,FRENCH_CHARS_IN_EN,Known to an Ounce,A une once près,
438f5fb5-1e59-47be-845a-73496fdf93c9,Brand,Brand,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Brand,Brand,
afef59fc-c55b-4979-968b-ef505b9a53b0,Buhr Widu,Buhr Widu,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Buhr Widu,Buhr Widu,
bb217d56-cbba-47c5-b3d4-0124f18d39fa,Connaissance des mathoms,Connaissance des mathoms,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Mathom Lore,Connaissances des mathoms,
17185277-cdee-48fc-b954-880354b2f09d,Cram,Cram,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Cram,Cram,
dc3ecd29-8f5a-4854-b9c9-7ec851a68e61,Cruel Caradhras,Cruel Caradhras,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Cruel Caradhras,Cruel Caradhras,
8ee573f5-c34c-4b7f-bf9e-d070e5cead1e,Disparais dans la lumière !,Disparais dans la lumière !,Les Dragons,YES,FRENCH_CHARS_IN_EN,Vanish in Sunlight !,Disparais dans la lumière !,
fe11f8c9-17ef-407d-b677-d6d9682075b1,Eärcaraxë,Eärcaraxë,Les Dragons,YES,FRENCH_CHARS_IN_EN,Eärcaraxë,Eärcaraxë,
237d3258-b738-4110-af72-fdf4f7b42522,Eärcaraxë Ahunt,Eärcaraxë en chasse,Les Dragons,YES,FRENCH_CHARS_IN_EN,Eärcaraxë Ahunt,Eärcaraxë en chasse,
fde81a2e-f5ec-479e-a66b-f3f1e82a4953,Eärcaraxë at Home,Eärcaraxë au gîte,Les Dragons,YES,FRENCH_CHARS_IN_EN,Eärcaraxë at Home,Eärcaraxë au gîte,
fd68d4ca-1578-4545-a4a0-1ad78e65cbb0,Forod,Forod,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Forod,Forod,
860f3291-7f68-4051-94e8-f28dcb6b70ba,Galdor,Galdor,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Galdor,Galdor,
19c4581c-3f1a-4655-9810-9e159dc59b51,Gondmaeglom,Gondmaeglom,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Gondmaeglom,Gondmaeglom,
81874f4b-2a77-4429-a986-e14a2847750a,Gothmog,Gothmog,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Gothmog,Gothmog,
eedd6ff0-ef08-48a7-a943-d4232ed06a13,Harad,Harad,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Harad,Harad,
976146ca-34a6-4c58-9765-952d4971fcf9,Holà ! Venez gai dol !,Holà ! Venez gai dol !,Les Dragons,YES,FRENCH_CHARS_IN_EN,Hey ! Come merry dol!,Holà ! Venez gai dol !,
da871054-e41a-4a2f-ba3c-13b4cc609b58,Ioreth,Ioreth,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Ioreth,Ioreth,
5f4d3768-d32d-4fc1-acc1-b66825b99cfb,Issu des fosses d'Angband,Issu des fosses d'Angband,Les Dragons,YES,IDENTICAL_NAMES_CHECK,From the Pits of Angband,Issus des fosses d'Angband,
24c03cf5-1530-49da-8ab3-ea33d344912f,Itangast,Itangast,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Itangast,Itangast,
1210fbe0-498b-4633-bc98-bc6112d5020e,Le heaume de son secret,Le heaume de son secret,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Helm of Her Secrecy,Le heaume de son secret,
d33b6950-3656-4c96-90b9-a3b86b2cdf8d,Nenseldë the Wingild,Nenseldë la Wingild,Les Dragons,YES,FRENCH_CHARS_IN_EN,Nenseldë the Wingild,Nenseldë la Wingild,
9b07042b-9815-4d94-b736-c245966c0b7a,Oeil inquisiteur,Oeil inquisiteur,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Searching Eye,Oeil inquisiteur,
918a677f-d913-4f0c-9824-3bfef9ce108c,Que coeurs et membres se réchauffent !,Que coeurs et membres se réchauffent !,Les Dragons,YES,FRENCH_CHARS_IN_EN,Warm Now Be Heart And Limb,Que coeurs et membres se réchauffent !,
0854707b-f2cb-4a83-8283-14842609533c,Refuge,Refuge,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Refuge,Refuge,
dbfd8b81-3d4a-4847-be1a-fead2716f395,Rhûn,Rhûn,Les Dragons,YES,FRENCH_CHARS_IN_EN,Rhûn,Rhûn,
8104db52-a59c-4960-8e8a-741e65b8a8cd,Scatha,Scatha,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Scatha,Scatha,
103e1501-04c1-4b48-b305-e0a0daee2a31,Scorba,Scorba,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Scorba,Scorba,
3f5f5b15-c753-495f-aea6-b779f759d929,Sentier elfique,Sentier elfique,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Elf-path,Sentier elfique,
8bac83ba-674c-4c48-9b30-213d3b52efc1,Tharbad,Tharbad,Les Dragons,YES,IDENTICAL_NAMES_CHECK,Tharbad,Tharbad,
a82bf61a-9c12-4ad0-95c7-a37292c5e5b1,Thráïn II,Thráïn II,Les Dragons,YES,FRENCH_CHARS_IN_EN,Thráïn II,Thráïn II,
53995def-d5b6-4aa3-9e51-4b7d3eeb5fe7,Un oeil à moitié ouvert,Un oeil à moitié ouvert,Les Dragons,YES,FRENCH_CHARS_IN_EN,Half an Eye Open,Un oeil à moitié ouvert,
16846e8a-2861-49ed-b44c-134776927aa8,Zarak Dûm,Zarak Dûm,Les Dragons,YES,FRENCH_CHARS_IN_EN,Zarak Dûm,Zarak Dûm,
175c1af2-96a1-4a87-8b28-98eee6384f0c,Émeraude de Doriath,Émeraude de Doriath,Les Dragons,YES,FRENCH_CHARS_IN_EN,Emerald of Doriath,Émeraude de Doriath,
aa40e57b-a61c-4ac2-a6a6-079b8349b15e,Épuises et affamés,Épuises et affamés,Les Dragons,YES,FRENCH_CHARS_IN_EN,Worn and Famished,Épuises et affamés,
95377839-59ef-492a-8922-a58b64365234,Épée vaillante,Épée vaillante,Les Dragons,YES,FRENCH_CHARS_IN_EN,Valiant Sword,Épée vaillante,
5bd6cbcc-4fe3-478d-868e-9f5573bc05ac,"""Bert"" (Bûrat)","""Bert"" (Bûrat)",Les Sorciers,YES,FRENCH_CHARS_IN_EN,"""Bert"" (Bûrat)","""Bert"" (Bûrat)",
d43e6942-775d-425d-bf65-a64213c50d7f,"""Tom"" (Tûma)","""Tom"" (Tûma)",Les Sorciers,YES,FRENCH_CHARS_IN_EN,"""Tom"" (Tûma)","""Tom"" (Tûma)",
